index,lng_bor,area,hor_overl,vrt_overl,clr_score,cluster_clr_score
ISIC_0013063,65289,1690266,43976,22221,1,2.212054
ISIC_0013065,72,140656,17002,14990,2,2.341950
ISIC_0013070,56505,408013,25979,27890,1,2.264884
ISIC_0013071,41823,388817,6371,8408,0,2.169172
ISIC_0013072,63309,1517179,41292,38403,1,2.173899
ISIC_0013073,82047,3114505,137384,164452,2,2.194893
ISIC_0013075,46440,574104,6056,13487,2,2.217194
ISIC_0013079,40992,612604,9334,16278,1,2.020929
ISIC_0013080,14787,88026,902,2869,1,2.207824
ISIC_0013082,33480,253730,5933,4596,2,2.302811
ISIC_0013084,88140,1617478,17784,30996,2,2.173691
ISIC_0013085,45606,826766,9918,18095,1,2.390367
ISIC_0013086,35973,301038,2972,5151,2,2.405177
ISIC_0013087,63,327437,13156,13892,2,2.426318
ISIC_0013088,31194,315867,3959,11591,2,2.157120
ISIC_0013089,31917,371873,9192,11266,2,2.401203
ISIC_0013090,22026,100269,2140,4477,1,2.441281
ISIC_0013092,60288,1440902,26293,74357,2,2.430560
ISIC_0013094,15546,90151,6280,4150,2,2.120842
ISIC_0013096,39,602427,94433,105793,2,2.396423
ISIC_0013097,32709,413816,3589,13503,2,2.087385
ISIC_0013104,57810,865582,29534,31743,2,2.110869
ISIC_0013106,31395,222910,13763,12577,2,2.204084
ISIC_0013109,30093,115027,2179,1703,3,2.424291
ISIC_0013112,46353,488679,9742,26960,1,2.178058
ISIC_0013114,43449,789947,27666,12227,2,2.078129
ISIC_0013118,26847,185957,15559,7849,2,2.341948
ISIC_0013120,25641,243143,9208,4519,1,2.270930
ISIC_0013121,21558,146781,5160,5268,2,2.139117
ISIC_0013124,30936,357955,6971,6785,2,2.385353
ISIC_0013126,25089,181487,2623,3135,2,2.228094
ISIC_0013127,107877,1881137,98598,92235,2,2.398798
ISIC_0013128,48834,469241,9804,17236,2,2.078209
ISIC_0013129,29595,356220,2877,5611,2,2.282068
ISIC_0013132,27507,172788,2840,6780,1,2.362291
ISIC_0013134,31020,370707,3555,6902,2,2.283469
ISIC_0013136,24324,251898,7911,7432,2,2.211935
ISIC_0013140,30384,256551,10115,14705,2,2.167739
ISIC_0013141,33546,441827,11818,10370,3,2.439792
ISIC_0013146,74955,916915,117580,89107,2,2.427543
ISIC_0013147,33285,237606,4221,4554,1,2.182177
ISIC_0013150,30297,369805,13993,4868,1,2.000226
ISIC_0013155,7695,25004,947,1588,2,2.252784
ISIC_0013159,53157,1060369,20840,25848,1,2.449210
ISIC_0013160,51882,938415,26145,110800,2,2.381881
ISIC_0013163,39,104818,3816,5284,3,2.431024
ISIC_0013164,22446,63693,832,1470,2,2.459977
ISIC_0013165,45975,691626,17270,35970,2,2.226049
ISIC_0013166,57909,735796,14961,22654,2,2.490060
ISIC_0013167,70137,1147276,20604,25513,3,2.476453
ISIC_0013169,89718,3589791,189208,185819,1,2.304758
ISIC_0013170,76359,2554256,62321,18814,1,2.360601
ISIC_0013172,20124,148529,2251,2778,2,2.232077
ISIC_0013173,13776,78525,1017,735,2,2.163574
ISIC_0013174,44727,440376,12114,8730,2,2.184146
ISIC_0013176,68649,277519,22277,24852,2,2.269274
ISIC_0013177,52095,974404,34520,33092,1,2.377438
ISIC_0013178,77313,1504846,105644,108318,2,2.372760
ISIC_0013181,16500,101620,2442,2486,2,2.084592
ISIC_0013184,91827,2382410,64246,63304,2,2.140585
ISIC_0013187,54906,598707,10863,17080,2,1.962329
ISIC_0013188,20208,91881,723,2869,2,2.474584
ISIC_0013189,56694,1251889,62867,91779,2,2.171123
ISIC_0013190,56169,675476,8163,6910,2,2.170065
ISIC_0013191,42021,698446,19574,8842,1,2.334404
ISIC_0013192,17049,75411,2607,2114,2,2.303035
ISIC_0013193,47148,700104,5927,5567,1,2.124028
ISIC_0013196,6840,17606,14,138,2,2.252471
ISIC_0013197,10377,27516,727,1073,1,2.200770
ISIC_0013198,56898,951939,125168,52286,2,2.439122
ISIC_0013200,31797,235427,10389,7677,1,1.961053
ISIC_0013201,17772,117707,553,2173,1,2.105094
ISIC_0013203,63783,1567082,46952,14314,1,2.477587
ISIC_0013204,54,208622,12870,12561,1,2.120198
ISIC_0013205,21990,193385,1924,3991,2,2.156840
ISIC_0013207,25956,256388,9534,9851,2,2.233987
ISIC_0013208,15147,46132,1892,2550,2,2.170668
ISIC_0013212,17880,110077,2257,4729,1,2.161061
ISIC_0013213,36705,325989,7609,18441,2,2.291627
ISIC_0013215,94671,1672532,42146,91214,1,2.082593
ISIC_0013216,69747,484627,11631,14470,2,2.193871
ISIC_0013217,63,92606,3762,6055,2,2.336463
ISIC_0013219,15381,89637,1503,2583,2,2.121902
ISIC_0013220,35589,422991,10501,35832,2,2.405096
ISIC_0013222,37725,429464,9153,25364,2,2.387726
ISIC_0013223,41643,663503,9621,15701,1,2.372999
ISIC_0013224,33246,251845,4615,18789,1,2.197972
ISIC_0013226,66048,253033,16291,16395,2,2.235481
ISIC_0013227,32916,249223,12020,10056,2,2.148008
ISIC_0013229,51978,659029,54397,18867,2,2.169573
ISIC_0013230,34380,208419,3291,5005,2,2.208363
ISIC_0013232,51435,466234,17992,37670,2,2.211959
ISIC_0013233,153,52742,5010,5547,1,2.322297
ISIC_0013235,40872,363612,7786,6272,2,2.089002
ISIC_0013236,54,324100,15296,12988,2,2.180246
ISIC_0013238,53271,548720,33157,45242,1,2.105875
ISIC_0013242,52788,1018049,29697,51848,2,2.180870
ISIC_0013243,75369,2314709,52131,58829,2,2.391539
ISIC_0013244,54780,580693,6865,9633,2,2.282758
ISIC_0013248,25728,147572,2036,2976,2,2.417029
ISIC_0013249,27030,296879,3854,15247,1,2.154206
ISIC_0013257,34008,457145,2397,5277,2,2.441615
ISIC_0013258,33663,252248,7760,9126,2,2.257369
ISIC_0013268,42285,696089,12418,23616,1,2.114119
ISIC_0013269,81552,335654,21003,13937,2,2.236820
ISIC_0013270,58443,1360580,26770,44433,1,2.055514
ISIC_0013271,70656,441861,21797,11569,2,2.061482
ISIC_0013274,43830,422169,13411,9973,2,2.211472
ISIC_0013275,27372,194624,2344,4030,2,2.214201
ISIC_0013277,65964,1724201,23184,29459,1,2.136923
ISIC_0013281,91020,3912890,118998,32160,1,2.414736
ISIC_0013287,44838,422188,9789,10478,2,2.075646
ISIC_0013288,47355,443054,21631,26130,2,2.160565
ISIC_0013291,102717,657221,16641,26947,2,2.283848
ISIC_0013294,40818,456369,10830,16696,2,2.241023
ISIC_0013302,90,102510,8369,8469,2,2.250349
ISIC_0013304,44673,826050,19556,12825,1,2.272620
ISIC_0013306,27921,293278,3261,4246,1,2.020790
ISIC_0013310,86682,2895954,52929,106356,2,2.530226
ISIC_0013311,42861,423628,6401,6580,2,2.253999
ISIC_0013314,42981,506341,12767,13707,2,2.167636
ISIC_0013315,61665,1515730,13866,14246,3,2.248907
ISIC_0013316,118305,3003933,92156,71131,2,2.081212
ISIC_0013319,96207,805944,31253,38551,2,2.288842
ISIC_0013320,62832,1025498,8937,14761,2,2.141472
ISIC_0013321,104919,4989145,235539,105931,2,2.400359
ISIC_0013325,34245,453887,5769,6515,2,2.027156
ISIC_0013326,33291,420001,21164,4116,2,2.065635
ISIC_0013329,28440,280736,4737,8598,2,2.178228
ISIC_0013330,30084,197262,10946,5076,2,2.143087
ISIC_0013333,37842,358772,16228,25223,2,2.205472
ISIC_0013334,88401,3148016,195014,45978,1,2.352938
ISIC_0013335,88236,1698618,48103,44429,2,1.984132
ISIC_0013340,39,200273,27897,28140,2,1.951675
ISIC_0013341,104469,4385333,87713,135909,2,2.210846
ISIC_0013342,35916,286847,5553,7177,2,2.130452
ISIC_0013346,69480,1714984,110512,52088,2,2.028647
ISIC_0013355,15354,51672,945,2175,2,1.978833
ISIC_0013356,54,202844,8578,9703,2,2.227094
ISIC_0013359,92520,3545308,130890,174652,2,1.960033
ISIC_0013360,25323,251898,933,5125,2,2.240102
ISIC_0013364,34020,321659,7816,5907,2,2.140070
ISIC_0013365,56916,1166784,12087,17777,2,2.341044
ISIC_0013369,90,91343,7002,5116,2,2.427230
ISIC_0013370,36300,303870,8080,12692,1,2.236770
ISIC_0013371,63702,949949,63952,36975,2,2.249840
ISIC_0013374,129120,6780423,173288,100882,1,2.089550
ISIC_0013378,32703,399079,5383,5126,2,2.256044
ISIC_0013383,39534,370272,5480,7057,1,2.265531
ISIC_0013385,62073,842529,21058,18977,2,2.342952
ISIC_0013390,52248,707505,16115,9020,2,2.192194
ISIC_0013393,93183,3418713,50256,64948,2,2.393602
ISIC_0013394,33105,329884,5522,10547,2,2.263017
ISIC_0013395,42198,381707,12131,9326,1,2.019924
ISIC_0013397,52029,1063438,28765,28560,2,2.477330
ISIC_0013398,39,115981,11774,10718,1,2.208288
ISIC_0013399,39639,616946,10052,14612,2,2.204030
ISIC_0013400,71754,1921962,28058,102491,1,2.412309
ISIC_0013403,43623,454412,14623,8191,2,2.013629
ISIC_0013405,51711,618183,16872,13252,1,2.356016
ISIC_0013409,35886,505161,8168,9070,2,2.467584
ISIC_0013410,55245,604249,35891,14823,1,2.317068
ISIC_0013411,112641,4304355,115123,533733,2,2.406422
ISIC_0013414,56505,275531,7555,16344,1,2.424813
ISIC_0013416,38244,160835,3488,3802,3,2.473996
ISIC_0013417,26127,169361,3157,4138,1,2.188560
ISIC_0013421,101640,1834049,67879,96064,2,2.266997
ISIC_0013423,102105,4081640,97074,76307,1,2.134977
ISIC_0013424,66495,1800837,11857,13553,1,2.006698
ISIC_0013425,46365,577867,34154,14187,2,2.186957
ISIC_0013427,177870,6736844,302888,393622,2,2.073107
ISIC_0013428,80595,2202013,94324,103316,2,1.980607
ISIC_0013429,47175,675996,21443,18575,2,2.125585
ISIC_0013430,44079,776614,12260,10636,2,2.233463
ISIC_0013432,44145,493545,10529,37754,2,2.202929
ISIC_0013433,43533,492191,6322,6720,2,2.189002
ISIC_0013434,39,512565,69887,67642,1,2.012774
ISIC_0013437,91809,1858980,51701,66009,2,1.980977
ISIC_0013438,44610,710969,7864,8576,2,2.287753
ISIC_0013443,73728,2105483,20297,37400,2,2.227920
ISIC_0013455,87993,2931847,162518,154852,2,2.235526
ISIC_0013456,39,54871,5736,2959,2,2.033935
ISIC_0013457,99114,3890382,82843,83759,2,2.022126
ISIC_0013458,48672,528776,6867,12328,2,2.238622
ISIC_0013459,73956,2334393,41767,56546,0,2.205477
ISIC_0013461,46266,827992,4806,5485,1,2.103125
ISIC_0013465,34497,253275,2522,3011,1,2.371290
ISIC_0013472,104130,671305,28488,36571,2,2.180104
ISIC_0013473,128016,8286653,876616,662777,2,2.372861
ISIC_0013474,54,1493320,105695,118723,2,2.309623
ISIC_0013480,27759,185151,1545,2883,1,2.304041
ISIC_0013486,28923,175414,2121,3877,2,2.080725
ISIC_0013487,39,125964,32770,27890,2,2.388212
ISIC_0013488,24075,246259,5143,4992,2,2.411236
ISIC_0013489,21210,165381,5158,6987,2,2.366025
ISIC_0013490,35235,398733,15677,6477,2,2.356744
ISIC_0013491,38397,396663,6749,10230,2,2.113080
ISIC_0013492,39264,333230,8497,12633,2,2.222190
ISIC_0013493,54,2279407,365161,449354,2,2.101512
ISIC_0013494,62760,786443,20212,22158,2,2.221536
ISIC_0013495,52227,624337,24486,18461,2,2.152388
ISIC_0013497,55818,587602,27514,20905,1,1.891956
ISIC_0013498,53898,550016,18475,23781,2,2.407963
ISIC_0013499,51741,697336,21893,29454,2,2.040277
ISIC_0013500,46392,482958,14284,15252,2,2.244683
ISIC_0013501,47244,807642,21364,30590,2,2.020821
ISIC_0013511,34191,430713,10691,17562,2,2.315346
ISIC_0013512,26325,100867,1015,2607,2,2.427353
ISIC_0013516,44838,790118,21875,35633,1,2.227486
ISIC_0013517,25695,154299,4285,4550,1,2.255939
ISIC_0013518,180093,4674723,246020,298712,1,2.367931
ISIC_0013523,27516,193668,4713,6175,1,2.204806
ISIC_0013525,55206,478342,42912,30690,2,2.120580
ISIC_0013526,69,73192,2588,2900,2,2.282093
ISIC_0013527,9906,32505,498,1794,2,2.134142
ISIC_0013529,46104,486279,18814,21271,1,2.072207
ISIC_0013530,61098,1552633,37195,31471,1,2.328521
ISIC_0013549,49701,905210,19657,25840,2,2.204545
ISIC_0013552,108,145236,5499,3695,1,2.430787
ISIC_0013553,69789,1698160,88870,61644,2,2.173534
ISIC_0013554,29595,225592,10919,6789,1,2.141155
ISIC_0013558,22551,195321,1591,4340,2,2.475336
ISIC_0013559,38748,284491,11435,9467,2,2.310570
ISIC_0013561,34458,433861,8646,10675,2,2.065508
ISIC_0013562,51300,679791,20751,10698,1,2.005684
ISIC_0013565,28722,298601,11667,4611,2,2.350161
ISIC_0013567,36435,503898,7289,6871,1,2.320161
ISIC_0013568,17760,105440,6078,3305,3,2.257990
ISIC_0013572,63210,777283,49050,29813,1,2.170863
ISIC_0013573,39,1072916,128324,125966,2,2.281201
ISIC_0013577,271572,1259659,227186,137475,1,2.243183
ISIC_0013578,92028,871214,172400,150953,2,2.071069
ISIC_0013579,85956,1164475,109761,198156,1,2.253815
ISIC_0013580,38856,433728,11229,11386,2,2.003571
ISIC_0013581,34404,361753,13169,10455,2,2.127405
ISIC_0013584,146589,8882929,241294,196558,1,2.395723
ISIC_0013585,199215,6223042,507662,555065,1,2.397864
ISIC_0013588,66588,1586946,35375,98967,2,2.312623
ISIC_0013592,23118,147471,1949,4476,2,2.116521
ISIC_0013594,109341,3230467,147880,93892,1,2.310353
ISIC_0013595,39,71618,9721,10234,2,2.033548
ISIC_0013596,15621,82607,3731,4518,1,2.375020
ISIC_0013597,18147,81355,5701,2521,2,2.219345
ISIC_0013599,22959,121592,2217,2137,2,2.329686
ISIC_0013600,59748,1277609,19600,21319,0,2.247122
ISIC_0013601,34986,326776,13998,16143,1,2.088035
ISIC_0013602,33822,429130,15713,18293,0,2.237677
ISIC_0013603,21258,178930,2377,2272,2,2.279852
ISIC_0013606,27870,210217,12690,6212,2,2.243410
ISIC_0013610,34695,378713,20934,12055,2,2.494269
ISIC_0013615,250935,1323602,106376,68005,2,2.210702
ISIC_0013617,92766,2990291,135510,111243,2,2.398061
ISIC_0013618,39,3521581,584984,644409,2,1.961472
ISIC_0013621,172986,5229551,282246,167446,1,2.443122
ISIC_0013625,60822,804907,37213,22085,2,2.302885
ISIC_0013626,67872,1328958,163737,44422,2,2.101707
ISIC_0013632,59700,1360717,14901,21433,1,2.405215
ISIC_0013634,73143,2067418,34839,34355,2,2.212217
ISIC_0013635,65709,816705,22894,50877,2,2.173098
ISIC_0013636,100275,3979114,115622,160067,2,2.369432
ISIC_0013637,59778,789336,23111,14952,2,2.415138
ISIC_0013639,55098,635110,13942,62614,2,2.180491
ISIC_0013643,48585,569737,13396,13990,2,2.176297
ISIC_0013644,54903,1100027,58102,70384,2,2.078858
ISIC_0013651,105483,4201173,71157,62604,2,2.385816
ISIC_0013652,33267,334667,22934,17030,1,2.369679
ISIC_0013656,18465,163883,2614,3852,2,2.374575
ISIC_0013663,128997,2264365,207425,301699,2,2.158372
ISIC_0013664,54,594013,143185,153455,2,1.922693
ISIC_0013667,91842,1544243,102467,91334,2,2.060898
ISIC_0013670,39,144411,9463,9923,2,2.402240
ISIC_0013671,90162,1889231,29278,28597,2,2.042663
ISIC_0013672,89412,2390661,174373,210914,2,2.080394
ISIC_0013673,19653,153467,4402,3601,1,2.402345
ISIC_0013674,90840,2654732,125921,85294,2,2.063323
ISIC_0013675,63189,878069,23292,29987,1,2.127009
ISIC_0013676,56052,837070,16370,10819,2,2.234274
ISIC_0013678,48960,236709,11449,7034,2,2.424745
ISIC_0013680,31566,376632,3769,8169,1,2.426850
ISIC_0013682,47451,574696,25591,14899,2,2.305462
ISIC_0013684,32586,426449,11407,26761,2,2.186970
ISIC_0013685,80472,2443053,86759,141596,2,2.033734
ISIC_0013687,17100,85046,1099,1367,2,2.211437
ISIC_0013688,51477,593977,16423,15044,2,2.132844
ISIC_0013689,17733,104466,3986,2178,2,2.254307
ISIC_0013690,19149,140262,7717,3427,1,2.277056
ISIC_0013691,45702,645314,11964,19288,2,2.279893
ISIC_0013695,43536,614309,60595,20991,2,2.186608
ISIC_0013696,25263,252143,573,7070,2,2.406383
ISIC_0013702,70920,1778145,27067,33360,2,2.012442
ISIC_0013706,55419,1043448,22438,45230,1,2.357140
ISIC_0013707,115104,4851953,389161,392293,2,2.422968
ISIC_0013708,115077,5790501,588148,581399,2,2.429519
ISIC_0013709,68586,1720392,39958,48773,2,2.377727
ISIC_0013712,27867,211304,7701,4747,2,2.262791
ISIC_0013713,36717,277748,5615,7777,2,2.187974
ISIC_0013719,38463,324817,6995,6769,1,2.186493
ISIC_0013721,44727,768112,4094,14779,1,2.349983
ISIC_0013725,73197,2083039,47256,40545,2,2.341852
ISIC_0013731,44277,552859,46035,37331,2,2.306751
ISIC_0013733,78042,461451,40018,38526,1,2.203541
ISIC_0013736,75138,1373831,41878,56264,1,1.974377
ISIC_0013737,24948,138031,2152,2731,1,2.355566
ISIC_0013738,26769,99582,1497,2830,2,2.352052
ISIC_0013739,34863,422540,19115,13466,2,2.419060
ISIC_0013740,39714,601618,28388,11157,1,2.440979
ISIC_0013742,29391,213873,2542,3635,1,2.184300
ISIC_0013747,67611,1778360,23850,25163,2,2.130231
ISIC_0013748,66804,1041680,51351,22548,2,2.180634
ISIC_0013749,60825,804168,53018,37396,2,2.082035
ISIC_0013758,61926,1423796,36466,24699,1,2.236920
ISIC_0013762,62616,880658,144262,105892,1,2.034173
ISIC_0013764,71184,2119533,63033,53911,2,2.460107
ISIC_0013765,123396,5316382,307045,369362,2,2.387945
ISIC_0013766,55836,457409,18860,27925,2,2.074963
ISIC_0013767,104784,4063011,57356,59722,1,2.386762
ISIC_0013772,33333,244016,11339,7664,1,2.080937
ISIC_0013775,49410,565338,6546,8351,2,2.435577
ISIC_0013777,79164,1200794,38493,88578,1,2.199881
ISIC_0013778,105399,1581538,44193,61057,2,2.043318
ISIC_0013782,38865,350926,12635,9517,1,2.232742
ISIC_0013783,104295,4265779,230114,110568,2,2.013741
ISIC_0013789,18432,80590,2172,2145,2,2.139536
ISIC_0013792,32019,245070,3693,5594,2,1.965631
ISIC_0013793,34182,299962,17423,30163,2,2.479344
ISIC_0013794,39885,245062,3759,10981,2,2.359217
ISIC_0013795,13083,62092,264,2198,3,2.345389
ISIC_0013796,20283,109557,2162,5420,2,2.274213
ISIC_0013797,81207,1365499,80053,90712,2,2.361634
ISIC_0013798,14460,42966,590,979,2,2.217609
ISIC_0013799,39,258246,14074,17011,2,2.122994
ISIC_0013800,31830,199809,3348,5070,2,2.248046
ISIC_0013801,72,864370,179223,178618,1,2.120404
ISIC_0013802,19260,108336,2060,3109,1,2.091646
ISIC_0013803,15462,59785,1277,1628,2,2.246056
ISIC_0013804,19554,102397,3912,2853,2,2.167770
ISIC_0013805,61449,1400503,49219,33393,2,2.074480
ISIC_0013806,28533,274295,3747,4989,2,2.214385
ISIC_0013807,19125,86619,1757,2308,1,2.151529
ISIC_0013808,39,152033,14512,15063,1,2.197887
ISIC_0013809,91617,3164315,104770,48146,1,2.412685
ISIC_0013813,135732,6606849,334808,376946,2,2.287790
ISIC_0013814,145614,8225958,239781,190083,2,2.299626
ISIC_0013815,29355,227925,8597,10596,2,2.141147
ISIC_0013816,65892,1534814,28701,40097,1,2.423107
ISIC_0013817,58389,1041919,9159,18424,2,2.379696
ISIC_0013819,58701,649121,27400,30695,1,2.298967
ISIC_0013828,71301,1904486,132913,102262,1,2.350580
ISIC_0013830,30591,254758,10691,8372,2,2.177898
ISIC_0013831,46404,486884,23524,12296,2,2.262399
ISIC_0013832,67542,1634623,74351,84577,1,2.227482
ISIC_0013833,137853,8303009,488872,496098,2,2.122371
ISIC_0013835,56595,1204145,14295,17583,1,2.366249
ISIC_0013836,29187,188285,2724,3043,2,2.158261
ISIC_0013837,15624,57142,660,1746,2,2.334129
ISIC_0013839,19104,121729,2598,4903,1,2.202426
ISIC_0013840,76905,2565468,38870,73575,2,2.245556
ISIC_0013841,90174,1583617,56486,129869,2,1.972432
ISIC_0013842,38991,256124,1706,8085,1,2.264123
ISIC_0013843,25650,146864,1905,1999,2,2.335869
ISIC_0013844,39261,292815,19228,20331,2,2.265362
ISIC_0013845,43152,562777,25797,18325,1,2.164818
ISIC_0013861,107319,4330009,238576,590301,2,2.077394
ISIC_0013862,117585,4750578,172532,143084,2,2.096371
ISIC_0013863,16638,107841,2894,7957,1,2.400219
ISIC_0013864,165990,5436906,181440,167170,1,2.370364
ISIC_0013865,72378,1022961,43474,35075,2,2.046577
ISIC_0013867,112779,5046897,128956,72487,1,2.157077
ISIC_0013874,130485,3868334,101629,78170,2,2.040191
ISIC_0013876,72,231128,10120,5977,2,2.414229
ISIC_0013879,44919,466069,4220,7548,1,1.942602
ISIC_0013886,39,228408,11754,14833,2,2.149643
ISIC_0013888,22020,128209,2063,3002,2,2.202768
ISIC_0013890,59361,1239579,37100,26964,2,2.449342
ISIC_0013891,18594,135581,2989,2873,2,2.232749
ISIC_0013896,59907,1072940,39472,40490,2,2.121352
ISIC_0013897,74181,375327,27781,22996,2,2.190726
ISIC_0013898,48042,585089,16564,10580,1,2.387204
ISIC_0013908,48756,855566,51264,43001,2,2.387950
ISIC_0013910,19650,104647,5543,5674,2,2.429887
ISIC_0013911,39480,176104,5876,7211,2,2.253931
ISIC_0013917,82551,581033,7144,13440,1,2.223370
ISIC_0013918,41526,398835,10022,11123,1,2.120109
ISIC_0013921,31908,310286,15156,28941,2,2.112319
ISIC_0013922,41847,413139,20170,7189,1,2.100826
ISIC_0013925,99684,3607102,88027,97323,2,2.527402
ISIC_0013927,77271,1436645,84209,35392,1,2.043335
ISIC_0013929,104535,3740522,194843,266693,1,2.444347
ISIC_0013933,59241,1217382,23461,29870,2,2.330593
ISIC_0013935,63,251746,9266,10846,2,2.318250
ISIC_0013936,22281,141406,2658,4079,3,2.356326
ISIC_0013942,36891,515695,7114,14621,2,2.502814
ISIC_0013945,42147,260889,17625,19736,1,2.135172
ISIC_0013946,55524,1027145,131104,56398,0,2.417815
ISIC_0013948,61275,1451673,31832,89472,2,2.421832
ISIC_0013953,63741,1554379,21823,60134,1,2.040574
ISIC_0013958,58728,1001549,44017,209209,1,2.404009
ISIC_0013961,28434,309811,2177,8154,1,2.155013
ISIC_0013962,28584,192900,1866,6704,2,2.174845
ISIC_0013965,26949,288758,6372,3004,1,2.370922
ISIC_0013966,20949,158570,3724,8748,2,1.939035
ISIC_0013967,40899,390007,6698,14232,2,2.374440
ISIC_0013969,47718,715446,23911,22193,2,1.955857
ISIC_0013970,15561,65792,1090,1823,2,2.366909
ISIC_0013971,54,22090,888,1136,1,2.069239
ISIC_0013972,63882,1467864,19779,47141,1,2.179964
ISIC_0013975,33090,388530,18706,21233,2,2.061278
ISIC_0013977,29082,318041,7599,10427,1,2.448909
ISIC_0013980,47088,529160,21263,23360,2,2.387257
ISIC_0013981,47805,876335,63024,13459,1,2.426178
ISIC_0013982,47541,946271,13752,11952,2,2.320690
ISIC_0013983,34899,330099,14640,12291,2,2.201859
ISIC_0013984,63498,904589,18364,31134,2,2.250304
ISIC_0013986,48726,872579,11435,37576,1,2.137172
ISIC_0013987,42084,679436,8008,16839,1,2.109110
ISIC_0013988,73242,2158848,53917,48492,1,2.051173
ISIC_0013995,53061,532861,55971,31285,1,2.145569
ISIC_0013996,53751,1144388,91444,24816,1,2.089835
ISIC_0013997,43140,588085,13019,21190,1,2.127258
ISIC_0013998,39111,543080,13357,24093,1,2.044660
ISIC_0014001,75183,1437867,31184,19501,2,1.996151
ISIC_0014004,53082,640991,38530,22940,2,2.397024
ISIC_0014006,48420,908167,11845,15080,2,2.392928
ISIC_0014013,68733,1006759,20130,17659,2,2.188735
ISIC_0014026,41787,475706,9605,14524,1,2.235601
ISIC_0014027,66432,1611904,69467,77849,1,2.080091
ISIC_0014028,25395,148011,2701,2962,2,2.239091
ISIC_0014029,26943,241844,2855,5429,2,2.295567
ISIC_0014031,39,147564,18104,20615,2,2.269957
ISIC_0014032,30624,374512,4774,6328,1,2.412591
ISIC_0014037,110799,3706417,110426,130640,2,2.395227
ISIC_0014038,79479,1069896,53776,65121,2,2.293187
ISIC_0014044,74271,2015850,30544,23660,1,2.357754
ISIC_0014045,34617,427042,15045,16658,1,2.181878
ISIC_0014046,23712,131201,3433,4136,2,2.188399
ISIC_0014049,43878,404071,20141,27301,1,1.966067
ISIC_0014055,115575,4039229,95723,91408,2,2.456365
ISIC_0014059,50058,467294,15602,20316,2,2.125261
ISIC_0014061,40398,543596,17113,41759,2,2.007129
ISIC_0014062,65685,846304,42707,62147,2,1.981591
ISIC_0014066,64686,757204,18283,23410,2,2.223585
ISIC_0014069,38949,570111,11305,7984,1,2.261117
ISIC_0014072,131409,7103420,315259,150158,2,2.364147
ISIC_0014073,54,2806601,373195,467290,2,2.408094
ISIC_0014074,19233,137255,9238,5103,2,2.445847
ISIC_0014076,189759,7750766,437001,202708,1,2.351897
ISIC_0014077,104031,4266589,118935,93105,2,2.188729
ISIC_0014079,79563,1227176,26912,42730,2,2.411815
ISIC_0014080,52860,613039,26598,31086,2,2.078723
ISIC_0014081,36804,262102,5328,16565,2,2.054289
ISIC_0014082,105237,3525737,92643,368007,2,2.370790
ISIC_0014083,45693,848546,6751,14725,1,2.229074
ISIC_0014088,60246,991039,33116,46253,2,2.195163
ISIC_0014089,39,134717,12551,14841,2,2.080954
ISIC_0014090,37974,135145,6368,4935,2,2.308445
ISIC_0014092,24711,237655,12135,6637,2,2.100852
ISIC_0014093,42180,392676,11155,17050,2,2.231397
ISIC_0014094,63,170830,5707,8671,3,2.244215
ISIC_0014099,72,1797489,125632,118126,2,2.340521
ISIC_0014103,82110,2507517,92401,58465,2,2.410050
ISIC_0014108,71655,1582802,149608,81829,2,2.077358
ISIC_0014110,187995,1884200,101959,136351,2,2.378449
ISIC_0014114,79752,2297601,67450,187457,1,2.405434
ISIC_0014117,77013,462607,21683,37866,2,2.240500
ISIC_0014120,44016,609035,25764,19017,2,2.228573
ISIC_0014127,75285,1088651,24979,46944,2,2.318181
ISIC_0014129,102588,4206000,47096,48077,2,2.405050
ISIC_0014131,22263,192231,750,1197,2,2.374179
ISIC_0014132,72057,2430272,47655,20584,2,2.303474
ISIC_0014133,168129,6211988,163394,301553,2,2.130362
ISIC_0014136,58437,698413,53300,16351,2,2.166728
ISIC_0014139,61050,805744,21526,41988,2,2.355450
ISIC_0014144,39903,335778,27271,13202,2,2.400936
ISIC_0014148,108642,4305016,121279,184466,2,2.353468
ISIC_0014149,35844,500958,6060,10179,2,2.261553
ISIC_0014150,70047,960568,35153,34790,2,2.085184
ISIC_0014151,114066,4217660,205265,258782,2,2.002452
ISIC_0014156,90,759753,50442,54313,3,2.432788
ISIC_0014157,87270,1175128,41605,277356,1,1.966406
ISIC_0014158,63,259132,9418,7762,2,2.420388
ISIC_0014160,158301,706242,66003,58975,2,2.254968
ISIC_0014162,37506,306056,15860,15596,0,2.449700
ISIC_0014163,154293,4168721,317630,368712,2,2.323188
ISIC_0014164,70242,913273,26239,24992,2,2.189806
ISIC_0014166,39,1090716,80648,98692,0,2.406376
ISIC_0014169,55539,1252428,27108,27154,2,2.430341
ISIC_0014171,91515,2703563,109602,87727,2,2.412037
ISIC_0014173,39,4370786,364410,348221,2,2.406357
ISIC_0014174,28854,194660,4112,4281,1,2.067215
ISIC_0014177,40548,657916,28269,15037,1,2.104395
ISIC_0014178,54975,573077,40845,32454,2,2.404543
ISIC_0014179,68397,1420579,34842,29127,1,2.064486
ISIC_0014181,125925,5610689,194091,153346,1,2.079666
ISIC_0014183,74619,1690679,56931,159313,2,2.128369
ISIC_0014185,64113,896630,8324,52299,1,1.936813
